category,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Body,Body,Heart,Heart,Heart,Heart,Heart + Lungs,Heart + Lungs,Metabolism,Metabolism,Metabolism,Recovery,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Quality,Sleep Vitals,Sleep Vitals
name,Active Time,Activity Distance,Avg Stress Level,High Intensity Activity,Low Intensity Activity,MET Min High Intensity,MET Min Medium Intensity,Max Stress Level,Medium Intensity Activity,Steps,Time Resting,Total Activity,Fitness Age,Weight,Avg Heart Rate,Max Heart Rate,Min Heart Rate,Resting Heart Rate,Blood Oxygenation,VO₂ Max,Active Calories Burned,Resting Calories Burned,Total Calories Burned,Body Battery,Deep Sleep,Deep Sleep Percent,Light Sleep,Light Sleep Percent,REM Sleep,REM Sleep Percent,Sleep End Time,Sleep Start Time,Time Awake,Time in Bed,Total Sleep,Time Awake Percent,Sleep Blood Oxygenation,Sleep Respiratory Rate
units,Minutes,Miles,%,Minutes,Minutes,Minutes,Minutes,%,Minutes,Steps,Minutes,Minutes,Years,Pounds,Beats / min,Beats / min,Beats / min,Beats / min,%,mL/kg/min,Calories,Calories,Calories,%,Hours,%,Hours,%,Hours,%,24-hour time,24-hour time,Hours,Hours,Hours,%,%,Breaths / min
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-10,184.25,11.377306529865585,41,268.0,138.0,124.0,29.0,100,154.0,20410,504.0,560.0,20,,82,179,50,52,91.2936507936508,54.0,1518,2083,3601.0,41.645833333333336,0.43333333333333335,4.942965779467681,6.216666666666667,70.91254752851711,2.1166666666666667,24.14448669201521,10.983333333333333,2.216666666666667,0.21666666666666667,8.766666666666667,8.766666666666667,2.4714828897338403,91.0295566502463,15.110583804143124
2025-05-11,59.43333333333333,1.7180913465362284,34,101.0,414.0,0.0,15.0,97,199.0,3543,635.0,714.0,,,69,112,48,50,92.99459459459459,,149,2083,2232.0,36.19166666666667,0.5,4.601226993865031,6.15,56.59509202453987,4.216666666666667,38.80368098159509,11.133333333333333,0.26666666666666666,0.5,10.866666666666667,10.866666666666667,4.601226993865031,92.85955056179775,15.741626506024089
2025-05-12,57.35,0.7400530899546648,29,40.0,403.0,3.0,0.0,99,147.0,1441,766.0,590.0,,,67,149,41,51,94.1867469879518,,121,2083,2204.0,23.652083333333334,0.43333333333333335,6.5,4.833333333333333,72.5,1.4,21.0,10.8,4.133333333333334,0.5833333333333334,6.666666666666667,6.666666666666667,8.75,95.0,14.172227488151655
2025-05-13,146.61666666666667,3.8127336355682813,41,397.0,27.0,23.0,49.0,99,111.0,8137,634.0,535.0,,,76,165,46,48,95.13698630136986,,807,2083,2890.0,55.22083333333333,0.0,0.0,7.816666666666666,63.46414073071719,4.5,36.53585926928282,10.583333333333334,-1.7333333333333343,0.016666666666666666,12.316666666666666,12.316666666666666,0.13531799729364005,95.16228070175438,14.71175749318804
2025-05-14,108.45,3.815840491529468,41,214.0,242.0,14.0,26.0,98,265.0,6795,536.0,721.0,20,,75,186,50,53,91.19672131147541,54.0,524,2083,2607.0,34.49166666666667,0.0,0.0,6.1,63.98601398601399,3.433333333333333,36.01398601398601,11.133333333333333,1.6,0.03333333333333333,9.533333333333333,9.533333333333333,0.34965034965034963,90.8768115942029,14.833653846153844
2025-05-15,62.3,3.490863357989342,36,141.0,323.0,27.0,20.0,97,203.0,4756,607.0,667.0,,,73,189,51,55,90.80672268907563,,445,2083,2528.0,37.233333333333334,1.0,14.05152224824356,4.966666666666667,69.78922716627635,1.15,16.159250585480095,7.65,0.5333333333333333,0.05,7.116666666666666,7.116666666666666,0.702576112412178,90.36559139784946,14.85358974358975
2025-05-16,44.333333333333336,0.7680147936053447,29,49.0,432.0,0.0,0.0,98,164.0,1509,706.0,645.0,,,65,126,49,52,92.95798319327731,,83,2083,2166.0,56.82463465553236,1.0,9.6,6.316666666666666,60.64000000000001,3.1,29.759999999999998,11.933333333333334,1.5166666666666666,0.11666666666666667,10.416666666666666,10.416666666666666,1.1199999999999999,92.41237113402062,14.905974643423146
2025-05-17,146.6,5.758868209655611,41,175.0,195.0,40.0,38.0,98,329.0,11122,477.0,699.0,20,,76,188,49,50,87.87301587301587,54.0,763,2083,2846.0,47.86875,0.6166666666666667,8.222222222222223,4.7,62.66666666666667,2.183333333333333,29.11111111111111,9.283333333333333,1.7833333333333332,0.016666666666666666,7.5,7.5,0.2222222222222222,87.3763440860215,16.03920177383593
2025-05-18,72.18333333333334,1.1576145311381532,38,74.0,427.0,0.0,0.0,95,307.0,2257,542.0,808.0,,,70,101,50,56,89.58447488584476,,78,2083,2161.0,26.54375,0.5166666666666667,8.56353591160221,3.5,58.011049723756905,2.0166666666666666,33.42541436464088,8.633333333333333,2.6,0.016666666666666666,6.033333333333333,6.033333333333333,0.2762430939226519,89.0448717948718,16.505761772853187
2025-05-19,31.35,0.7344607492245288,26,54.0,315.0,0.0,0.0,99,165.0,1377,776.0,534.0,,,65,120,45,50,91.50735294117646,,79,2083,2162.0,62.03023758099352,0.8833333333333333,7.771260997067449,6.566666666666666,57.77126099706745,3.9166666666666665,34.457478005865106,11.066666666666666,-0.3000000000000007,0.06666666666666667,11.366666666666667,11.366666666666667,0.5865102639296188,92.2396694214876,14.830889212828003
2025-05-20,139.83333333333334,6.9686779209417,42,209.0,278.0,57.0,7.0,98,267.0,10258,493.0,754.0,20,,77,195,51,55,90.07612456747405,54.0,991,2083,3074.0,35.3,1.9833333333333334,31.070496083550914,3.0833333333333335,48.30287206266319,1.3166666666666667,20.626631853785902,10.066666666666666,3.6833333333333336,0.03333333333333333,6.383333333333334,6.383333333333334,0.5221932114882507,89.04285714285714,15.560629921259851
2025-05-21,60.0,1.092370555953233,24,51.0,221.0,0.0,0.0,91,125.0,2146,982.0,397.0,,,62,98,46,50,92.75980392156863,,26,2083,2109.0,62.0125,1.1833333333333333,11.234177215189874,5.35,50.79113924050633,4.0,37.9746835443038,15.066666666666666,4.533333333333333,0.0,10.533333333333333,10.533333333333333,0.0,94.08333333333333,14.705492063492045
2025-05-22,165.55,9.039708104668735,34,200.0,236.0,80.0,23.0,98,148.0,16341,616.0,584.0,20,,75,176,46,47,91.08797653958945,54.0,1047,2083,3130.0,56.770833333333336,0.03333333333333333,0.34071550255536626,7.766666666666667,79.38671209540034,1.9833333333333334,20.272572402044293,11.016666666666667,1.2333333333333334,0.05,9.783333333333333,9.783333333333333,0.5110732538330494,90.88673139158576,14.657764505119474
2025-05-23,78.91666666666667,1.5155243378668575,28,52.0,301.0,0.0,0.0,96,140.0,2951,856.0,493.0,,,65,102,48,52,88.87916666666666,,96,2083,2179.0,47.96666666666667,1.5166666666666666,16.727941176470587,5.216666666666667,57.53676470588235,2.3333333333333335,25.735294117647058,12.883333333333333,3.8166666666666664,0.0,9.066666666666666,9.066666666666666,0.0,88.08426966292134,14.487426470588243
2025-05-24,257.5833333333333,12.99846397041279,38,219.0,104.0,99.0,42.0,99,232.0,22909,554.0,555.0,20,,80,190,46,48,92.50666666666666,54.0,1437,2083,3520.0,54.7875,0.0,0.0,6.316666666666666,67.92114695340501,2.9833333333333334,32.07885304659498,9.883333333333333,0.5833333333333334,0.03333333333333333,9.3,9.3,0.35842293906810035,92.98214285714286,14.677924187725644
2025-05-25,49.833333333333336,0.9997862483098703,29,66.0,341.0,0.0,0.0,96,179.0,1964,740.0,586.0,,,64,124,47,49,94.1219512195122,,74,2083,2157.0,48.27215189873418,0.03333333333333333,0.2770083102493075,7.816666666666666,64.9584487534626,4.183333333333334,34.76454293628809,11.15,-0.8833333333333329,0.35,12.033333333333333,12.033333333333333,2.9085872576177287,93.8896103896104,13.932845303867394
2025-05-26,140.73333333333332,4.232159190328481,27,55.0,238.0,0.0,42.0,90,238.0,8163,710.0,531.0,,,64,114,42,45,94.17154811715481,,251,2083,2334.0,62.40208333333333,0.6666666666666666,7.2202166064981945,5.683333333333334,61.55234657039711,2.8833333333333333,31.227436823104693,10.966666666666667,1.7333333333333334,0.05,9.233333333333333,9.233333333333333,0.5415162454873645,94.47474747474747,14.16023508137432
2025-05-27,94.18333333333334,5.720343195736897,24,13.0,413.0,47.0,12.0,90,78.0,9736,704.0,504.0,20,,67,168,49,50,93.77283950617284,54.0,575,2083,2658.0,57.05844155844156,0.9333333333333333,9.003215434083602,5.516666666666667,53.21543408360129,3.9166666666666665,37.78135048231511,11.433333333333334,1.0666666666666667,0.1,10.366666666666667,10.366666666666667,0.964630225080386,94.07736389684814,13.692222222222219
2025-05-28,125.13333333333334,5.0734957846178315,28,185.0,208.0,25.0,42.0,99,101.0,9777,769.0,494.0,20,,68,161,44,45,93.43076923076923,54.0,666,2083,2749.0,59.19583333333333,0.5666666666666667,6.390977443609022,4.75,53.57142857142857,3.55,40.037593984962406,11.016666666666667,2.15,0.03333333333333333,8.866666666666667,8.866666666666667,0.37593984962406013,93.66666666666667,12.00510318949342
2025-05-29,75.16666666666667,1.2433637556669053,31,40.0,344.0,0.0,0.0,91,225.0,2430,734.0,609.0,,,65,103,47,52,90.84166666666667,,67,2083,2150.0,23.345833333333335,0.6333333333333333,9.693877551020408,4.8,73.46938775510205,1.1,16.83673469387755,7.7,1.1666666666666667,1.25,6.533333333333333,6.533333333333333,19.132653061224488,90.96022727272727,14.060276497695867
2025-05-30,50.75,1.0731080489938758,22,76.0,205.0,0.0,0.0,97,120.0,2097,943.0,401.0,,,60,112,45,46,92.61490683229813,,79,2083,2162.0,67.6125,0.6666666666666666,7.029876977152901,5.45,57.46924428822495,3.3666666666666667,35.50087873462214,13.333333333333334,3.85,0.4666666666666667,9.483333333333333,9.483333333333333,4.92091388400703,92.89545454545454,13.76598305084745
2025-05-31,173.83333333333334,12.378956891752168,34,123.0,240.0,111.0,9.0,97,181.0,18162,599.0,544.0,20,,76,192,45,47,91.60098522167488,54.0,1531,2083,3614.0,50.28541666666667,0.48333333333333334,4.296296296296296,8.983333333333333,79.85185185185185,1.7833333333333334,15.851851851851853,8.533333333333333,-2.716666666666665,0.4666666666666667,11.25,11.25,4.148148148148148,91.64390243902439,13.531722627737217
2025-06-01,83.16666666666667,1.6497405153901217,26,72.0,203.0,0.0,0.0,96,157.0,3233,815.0,432.0,,,64,104,45,49,91.5748987854251,,95,2083,2178.0,59.30833333333333,0.9333333333333333,9.003215434083602,5.583333333333333,53.85852090032154,3.85,37.138263665594856,12.566666666666666,2.2,0.016666666666666666,10.366666666666667,10.366666666666667,0.1607717041800643,91.76767676767676,15.069853420195441
2025-06-02,122.05,1.7323828839576871,33,129.0,328.0,0.0,0.0,94,179.0,3387,625.0,636.0,,,68,113,48,50,92.38693467336684,,157,2083,2240.0,47.95,1.6,22.119815668202765,4.266666666666667,58.986175115207374,1.3666666666666667,18.89400921658986,7.583333333333333,0.35,0.21666666666666667,7.233333333333333,7.233333333333333,2.995391705069124,92.48626373626374,14.74908883826879
2025-06-03,38.416666666666664,0.9320567883560009,24,31.0,391.0,0.0,0.0,91,159.0,1831,799.0,581.0,,,59,97,44,46,92.72431077694236,,25,2083,2108.0,67.75625,1.0166666666666666,9.501557632398754,5.95,55.60747663551402,3.7333333333333334,34.890965732087224,11.45,0.75,0.0,10.7,10.7,0.0,92.64190981432361,13.324595015576335
2025-06-04,142.3,6.7356637238527,33,118.0,195.0,50.0,9.0,95,286.0,11278,601.0,599.0,20,,69,184,44,45,94.95356037151703,54.0,714,2083,2797.0,57.79375,0.6166666666666667,6.0855263157894735,5.3,52.30263157894737,4.216666666666667,41.61184210526316,9.633333333333333,-0.5,0.55,10.133333333333333,10.133333333333333,5.427631578947369,94.928125,13.745607779578586
2025-06-05,117.7,7.07120416766086,36,218.0,203.0,49.0,13.0,99,196.0,10667,590.0,617.0,20,,73,201,42,46,89.9620253164557,54.0,857,2083,2940.0,52.49375,1.5,16.605166051660518,4.683333333333334,51.8450184501845,2.85,31.54981549815498,10.083333333333334,1.05,0.03333333333333333,9.033333333333333,9.033333333333333,0.36900369003690037,88.98473282442748,13.97268876611419
2025-06-06,64.5,1.3309770937723693,26,44.0,304.0,0.0,0.0,95,165.0,2606,804.0,513.0,,,63,103,47,49,92.33625730994152,,57,2083,2140.0,52.31666666666667,0.11666666666666667,0.9615384615384616,7.716666666666667,63.598901098901095,4.3,35.43956043956044,14.933333333333334,2.8,0.2,12.133333333333333,12.133333333333333,1.6483516483516485,91.85490196078432,14.129383561643836
2025-06-07,137.98333333333332,2.6687892706593495,27,57.0,313.0,0.0,0.0,94,131.0,5244,756.0,501.0,,,63,113,43,46,92.11210762331838,,125,2083,2208.0,44.545833333333334,0.21666666666666667,3.8461538461538463,3.183333333333333,56.50887573964497,2.2333333333333334,39.64497041420118,7.266666666666667,1.6333333333333333,0.08333333333333333,5.633333333333334,5.633333333333334,1.4792899408284024,92.68243243243244,13.880237388724032
2025-06-08,19.0,0.305093255388531,18,13.0,114.0,0.0,0.0,87,71.0,600,790.0,198.0,,,65,91,45,47,90.38260869565218,,14,2083,2097.0,56.92375366568915,0.85,7.894736842105263,6.35,58.978328173374614,3.566666666666667,33.126934984520126,13.633333333333333,2.8666666666666667,0.0,10.766666666666667,10.766666666666667,0.0,89.22439024390243,14.972074303405577
2025-06-09,44.18333333333333,0.9096874254354569,32,57.0,542.0,0.0,0.0,96,136.0,1787,627.0,735.0,,,64,109,47,49,92.50955414012739,,34,2083,2117.0,53.65,1.1166666666666667,15.914489311163896,3.9,55.58194774346793,2.0,28.50356294536817,10.316666666666666,3.3,0.0,7.016666666666667,7.016666666666667,0.0,94.50943396226415,15.312185273159148
2025-06-10,168.36666666666667,9.18510896365227,36,228.0,207.0,76.0,17.0,99,201.0,15536,576.0,636.0,20,,74,181,43,45,92.82804232804233,54.0,1078,2083,3161.0,52.704166666666666,0.5666666666666667,5.772495755517826,5.916666666666667,60.27164685908319,3.3333333333333335,33.95585738539898,11.0,1.1833333333333333,0.06666666666666667,9.816666666666666,9.816666666666666,0.6791171477079796,92.91104294478528,14.430868824531522
2025-06-11,173.28333333333333,11.221342360614013,38,263.0,85.0,99.0,37.0,100,170.0,18975,588.0,518.0,20,,79,198,45,47,91.86363636363636,54.0,1658,2083,3741.0,49.63333333333333,1.25,12.908777969018933,5.283333333333333,54.56110154905336,3.15,32.53012048192771,11.283333333333333,1.6,0.08333333333333333,9.683333333333334,9.683333333333334,0.8605851979345954,91.96984924623115,14.872654109589051
2025-06-12,98.53333333333333,1.494397717330788,35,185.0,141.0,0.0,0.0,98,267.0,2925,740.0,593.0,,,65,111,46,48,93.632,,124,2083,2207.0,55.83958333333333,0.4,2.909090909090909,8.333333333333334,60.60606060606061,5.016666666666667,36.484848484848484,13.25,-0.5,0.2,13.75,13.75,1.4545454545454546,93.39781021897811,14.51298669891175
2025-06-13,128.85,6.534960828760041,31,102.0,387.0,54.0,6.0,98,162.0,11383,587.0,651.0,20,,70,175,43,48,91.40948275862068,55.0,661,2083,2744.0,53.2125,0.7166666666666667,7.3883161512027495,6.583333333333333,67.86941580756015,2.4,24.742268041237114,10.983333333333333,1.2833333333333332,0.05,9.7,9.7,0.5154639175257731,91.35678391959799,14.772376068376065
2025-06-14,289.9,18.122290821601844,37,141.0,216.0,133.0,117.0,99,187.0,33193,516.0,544.0,20,,84,170,47,50,88.60330578512396,55.0,1904,2083,3987.0,40.13333333333333,0.8833333333333333,12.771084337349398,4.166666666666667,60.24096385542169,1.8666666666666667,26.987951807228917,7.816666666666666,0.9,0.016666666666666666,6.916666666666667,6.916666666666667,0.24096385542168677,88.23152709359606,15.930121065375321
2025-06-15,48.25,0.9096874254354569,37,166.0,209.0,0.0,0.0,96,364.0,1788,642.0,739.0,,,67,108,48,51,93.43103448275862,,74,2083,2157.0,48.052083333333336,0.8666666666666667,6.896551724137931,8.616666666666667,68.56763925729443,3.0833333333333335,24.53580901856764,10.4,-2.166666666666668,0.5333333333333333,12.566666666666666,12.566666666666666,4.244031830238726,93.74375,13.123268229166657
2025-06-16,37.81666666666667,0.8885608048993876,29,64.0,301.0,0.0,0.0,92,182.0,1734,737.0,547.0,,,65,102,47,50,94.46718146718146,,55,2083,2138.0,58.583333333333336,1.1333333333333333,11.744386873920552,6.366666666666666,65.97582037996546,2.15,22.279792746113987,11.85,2.2,0.0,9.65,9.65,0.0,94.66960352422907,14.894826388888902
2025-06-17,39.0,0.6344199872743179,21,7.0,299.0,0.0,0.0,92,53.0,1247,1040.0,359.0,,,60,97,48,51,91.63928571428572,,20,2083,2103.0,64.7625,1.4166666666666667,14.782608695652174,4.533333333333333,47.30434782608695,3.6333333333333333,37.913043478260875,14.133333333333333,4.55,0.05,9.583333333333334,9.583333333333334,0.5217391304347827,92.35151515151514,15.46702797202799
2025-06-18,120.3,1.9504841724329913,41,163.0,335.0,1.0,1.0,98,301.0,3832,482.0,799.0,,,71,128,51,52,92.8586956521739,,184,2083,2267.0,46.62291666666667,0.11666666666666667,1.2658227848101267,6.3,68.35443037974683,2.8,30.37974683544304,11.35,2.1333333333333333,0.5666666666666667,9.216666666666667,9.216666666666667,6.148282097649186,92.68,14.999999999999993
2025-06-19,68.41666666666667,1.7280332856120257,23,21.0,489.0,0.0,0.0,95,87.0,3340,727.0,597.0,,,60,103,43,46,93.61946902654867,,48,2083,2131.0,61.61666666666667,0.0,0.0,7.183333333333334,67.76729559748428,3.4166666666666665,32.23270440251572,10.816666666666666,0.21666666666666667,0.03333333333333333,10.6,10.6,0.3144654088050315,93.76190476190476,14.234265402843592
2025-06-20,50.916666666666664,1.1371092817943211,31,59.0,349.0,0.0,0.0,93,256.0,2209,698.0,664.0,,,63,102,45,48,92.58510638297872,,58,2083,2141.0,60.03541666666667,0.8833333333333333,10.153256704980842,4.85,55.74712643678161,2.966666666666667,34.099616858237546,11.783333333333333,3.0833333333333335,0.03333333333333333,8.7,8.7,0.38314176245210724,,15.287260536398458
2025-06-21,107.08333333333333,6.364083750894775,35,157.0,244.0,44.0,14.0,97,192.0,9647,569.0,593.0,20,,71,199,41,47,90.77777777777777,55.0,707,2083,2790.0,55.875,0.6333333333333333,7.436399217221135,5.266666666666667,61.839530332681015,2.6166666666666667,30.724070450097845,11.15,2.6333333333333333,0.03333333333333333,8.516666666666667,8.516666666666667,0.3913894324853229,90.79166666666667,15.569940944881898
2025-06-22,68.5,1.0693798218404518,28,39.0,397.0,0.0,0.0,93,147.0,2101,777.0,583.0,,,64,105,48,52,92.39748953974896,,62,2083,2145.0,48.604166666666664,0.5166666666666667,7.451923076923077,4.966666666666667,71.63461538461539,1.45,20.91346153846154,9.85,2.9166666666666665,0.03333333333333333,6.933333333333334,6.933333333333334,0.4807692307692308,93.01369863013699,14.050432692307684
2025-06-23,69.75,1.3148214427741987,23,26.0,385.0,0.0,0.0,95,103.0,2584,836.0,514.0,,,61,124,41,49,89.1359649122807,,101,2083,2184.0,63.80625,1.4,13.90728476821192,6.0,59.60264900662252,2.6666666666666665,26.490066225165563,11.483333333333333,1.4166666666666667,0.45,10.066666666666666,10.066666666666666,4.470198675496689,88.72916666666667,15.08513071895423
2025-06-24,148.25,4.474493955301042,34,204.0,294.0,21.0,12.0,96,161.0,8222,591.0,659.0,,,68,184,43,45,92.26760563380282,,425,2083,2508.0,60.725,2.5166666666666666,27.504553734061933,4.316666666666666,47.17668488160292,2.316666666666667,25.318761384335154,10.933333333333334,1.7833333333333332,0.05,9.15,9.15,0.546448087431694,92.12068965517241,14.339454545454538
2025-06-25,88.61666666666666,3.9363865028235105,26,63.0,386.0,28.0,2.0,93,131.0,6560,711.0,580.0,20,,65,178,45,47,94.48089171974522,55.0,375,2083,2458.0,57.40208333333333,0.0,0.0,8.1,70.23121387283237,3.433333333333333,29.76878612716763,11.533333333333333,0.0,0.6,11.533333333333333,11.533333333333333,5.202312138728324,94.48709677419355,13.982776203966003
2025-06-26,84.18333333333334,1.0842927304541476,22,29.0,328.0,2.0,3.0,99,62.0,2130,945.0,419.0,,,60,138,47,48,92.31981981981981,,105,2083,2188.0,36.389583333333334,0.35,5.32994923857868,4.85,73.85786802030458,1.3666666666666667,20.812182741116754,7.816666666666666,1.25,0.5,6.566666666666666,6.566666666666666,7.614213197969544,92.73417721518987,13.096440677966104
2025-06-27,33.25,0.7804422174500915,22,34.0,347.0,0.0,0.0,95,143.0,1533,845.0,524.0,,,59,106,42,44,94.76666666666667,,38,2083,2121.0,62.77916666666667,0.8833333333333333,7.320441988950275,6.666666666666667,55.24861878453039,4.516666666666667,37.430939226519335,13.183333333333334,1.1166666666666667,0.21666666666666667,12.066666666666666,12.066666666666666,1.7955801104972375,95.0,14.198353909465029
2025-06-28,103.18333333333334,4.869686033563986,28,55.0,372.0,30.0,12.0,95,143.0,8084,695.0,570.0,20,,65,179,45,46,,55.0,436,2083,2519.0,50.03541666666667,0.8166666666666667,12.009803921568627,3.9,57.35294117647059,2.0833333333333335,30.637254901960787,11.1,4.3,0.16666666666666666,6.8,6.8,2.450980392156863,,14.811564792176036
2025-06-29,71.46666666666667,5.582398791060208,12,2.0,38.0,40.0,15.0,90,12.0,8688,616.0,52.0,20,,63,183,44,47,,55.0,537,1255,1792.0,61.940239043824704,0.4,3.513909224011713,6.75,59.29721815519766,4.233333333333333,37.18887262079063,10.483333333333333,-0.8999999999999986,0.5166666666666667,11.383333333333333,11.383333333333333,4.538799414348463,,13.76204285714286
2025-06-30,0.0,0.0,-2,,,0.0,0.0,,,0,,,,,,,,,,,0,2083,2083.0,,,,,,,,,,,,,,,
2025-07-01,15.75,0.24730573451045892,36,6.0,153.0,0.0,0.0,88,34.0,486,66.0,193.0,,,66,91,50,50,95.22222222222223,,9,2083,2092.0,42.806451612903224,,,,,,,,,,,,,,
2025-07-02,40.5,0.8295305416368408,26,40.0,372.0,0.0,0.0,96,218.0,1630,744.0,630.0,,,60,111,43,44,92.86111111111111,,42,2083,2125.0,66.83541666666666,0.6833333333333333,5.88235294117647,6.583333333333333,56.67144906743186,4.35,37.44619799139168,10.916666666666666,-0.6999999999999993,0.38333333333333336,11.616666666666667,11.616666666666667,3.2998565279770444,91.57142857142857,13.774859154929572
2025-07-03,116.36666666666666,4.214139425753599,30,105.0,235.0,23.0,8.0,93,198.0,7259,746.0,538.0,20,,63,178,42,44,92.47280334728033,55.0,354,2083,2437.0,58.84791666666667,0.5,5.9880239520958085,4.65,55.688622754491014,3.2,38.32335329341318,10.1,1.75,0.0,8.35,8.35,0.0,92.03370786516854,13.088993963782697
2025-07-04,34.0,0.5828461783186193,18,14.0,219.0,0.0,0.0,93,67.0,1145,1084.0,300.0,,,55,99,41,43,94.03571428571429,,19,2083,2102.0,67.46666666666667,0.35,3.47682119205298,6.283333333333333,62.41721854304636,3.433333333333333,34.105960264900666,11.816666666666666,1.75,0.5166666666666667,10.066666666666666,10.066666666666666,5.132450331125828,93.85410334346504,12.937631160572343
2025-07-05,93.06666666666666,3.7928497574166866,23,68.0,260.0,24.0,3.0,95,121.0,6039,856.0,449.0,20,,61,183,40,41,92.24827586206897,55.0,340,2083,2423.0,69.15,0.2833333333333333,2.9982363315696645,6.3,66.66666666666666,2.8666666666666667,30.335097001763668,10.133333333333333,0.6833333333333333,0.5333333333333333,9.45,9.45,5.64373897707231,92.45692883895131,12.854707903780072
2025-07-06,79.75,3.786636045494313,28,122.0,230.0,23.0,8.0,93,169.0,6102,741.0,521.0,20,,64,176,42,44,92.0,55.0,349,2083,2432.0,66.34583333333333,1.2,12.435233160621761,5.0,51.813471502590666,3.45,35.751295336787564,12.133333333333333,2.4833333333333334,0.0,9.65,9.65,0.0,,14.315622837370237
2025-07-07,86.23333333333333,1.7019356955380578,30,47.0,381.0,0.0,0.0,92,187.0,3344,703.0,615.0,,,62,104,44,45,94.38586956521739,,90,2083,2173.0,40.07083333333333,0.25,2.793296089385475,4.75,53.072625698324025,3.95,44.134078212290504,11.916666666666666,2.966666666666667,0.1,8.95,8.95,1.1173184357541899,94.23529411764706,15.375767790262158
2025-07-08,93.56666666666666,5.839025093454227,33,169.0,175.0,54.0,11.0,98,181.0,10133,679.0,525.0,20,,69,183,43,45,92.77777777777777,55.0,695,2083,2778.0,53.45,1.1,10.200927357032457,7.366666666666666,68.31530139103555,2.316666666666667,21.483771251931994,12.966666666666667,2.183333333333333,0.43333333333333335,10.783333333333333,10.783333333333333,4.01854714064915,92.86440677966101,15.222355623100297
2025-07-09,148.96666666666667,6.766732283464567,33,90.0,362.0,54.0,10.0,96,208.0,12304,595.0,660.0,20,,68,184,42,44,91.82608695652173,55.0,628,2083,2711.0,47.87708333333333,0.08333333333333333,1.0080645161290323,5.333333333333333,64.51612903225806,2.85,34.475806451612904,9.683333333333334,1.4166666666666667,0.06666666666666667,8.266666666666667,8.266666666666667,0.8064516129032258,91.58888888888889,15.835685483870977
2025-07-10,104.96666666666667,6.003688459397121,24,136.0,141.0,41.0,24.0,99,70.0,10175,941.0,347.0,20,,63,188,40,42,93.51428571428572,55.0,662,2083,2745.0,66.47291666666666,0.0,0.0,6.2,64.92146596858639,3.35,35.07853403141361,11.25,1.7,0.06666666666666667,9.55,9.55,0.6980802792321117,93.5929648241206,11.96911816578484
2025-07-11,27.0,0.32311301996341363,17,22.0,194.0,3.0,5.0,99,25.0,635,1155.0,241.0,,,55,142,42,44,94.52,,122,2083,2205.0,79.50833333333334,0.0,0.0,6.4,54.160789844851905,5.416666666666667,45.839210155148095,10.166666666666666,-1.6499999999999986,0.2,11.816666666666666,11.816666666666666,1.692524682651622,94.5,13.889009900990118
2025-07-12,78.0,1.1650709854450012,18,44.0,48.0,0.0,0.0,99,48.0,2289,490.0,140.0,,,64,115,40,43,,,221,2083,2304.0,74.46558704453442,0.0,0.0,4.916666666666667,61.84486373165618,3.033333333333333,38.15513626834382,7.783333333333333,-0.16666666666666785,0.4,7.95,7.95,5.031446540880504,,13.931492842535791
2025-07-13,38.666666666666664,0.9152797661655929,20,24.0,291.0,0.0,0.0,95,64.0,1798,924.0,379.0,,,56,102,41,43,94.75,,27,2083,2110.0,71.93361884368308,0.9166666666666666,9.01639344262295,5.833333333333333,57.377049180327866,3.4166666666666665,33.60655737704918,11.45,1.2833333333333332,0.38333333333333336,10.166666666666666,10.166666666666666,3.7704918032786887,94.52682926829269,12.160964630225086
2025-07-14,65.26666666666667,3.5138540921021235,34,124.0,226.0,21.0,7.0,96,271.0,5489,656.0,621.0,20,,64,191,40,42,91.58744394618834,55.0,338,2083,2421.0,62.71638655462185,1.6333333333333333,15.780998389694043,5.633333333333334,54.428341384863124,3.0833333333333335,29.790660225442835,11.066666666666666,0.7166666666666667,0.25,10.35,10.35,2.4154589371980677,91.3103448275862,13.901380952380954
2025-07-15,106.48333333333333,6.228624830987036,35,166.0,206.0,52.0,13.0,98,224.0,11102,657.0,596.0,20,,68,173,41,43,93.484375,55.0,670,2083,2753.0,52.94375,1.3666666666666667,14.963503649635038,3.683333333333333,40.32846715328467,4.083333333333333,44.70802919708029,11.0,1.8666666666666667,0.016666666666666666,9.133333333333333,9.133333333333333,0.18248175182481752,93.33333333333333,15.038793418647169
2025-07-16,63.2,1.237150043744532,25,32.0,221.0,0.0,0.0,93,133.0,2380,846.0,386.0,,,60,99,42,45,92.37991266375546,,53,2083,2136.0,58.17488789237668,0.1,0.9202453987730062,5.6,51.533742331288344,5.166666666666667,47.54601226993865,10.666666666666666,-0.1999999999999993,0.15,10.866666666666667,10.866666666666667,1.3803680981595092,92.33185840707965,14.380121951219499
